,file_name,ch,strain,time,treatment,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,,,,,,,,,,,
1980,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00011_ch4_results_cell_8.npz,4,Vic,2,RDV,290,159,5,26.2,,,,,,,,,,,
1981,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00011_ch4_results_cell_9.npz,4,Vic,2,RDV,576,244,7,47.42857143,,,,,,,,,,,
1982,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch3_results_cell_0.npz,3,Vic,2,RDV,461,155,4,76.5,,,,,,,,,,,
1983,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch3_results_cell_1.npz,3,Vic,2,RDV,580,252,9,36.44444444,,,,,,,,,,,
1984,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch3_results_cell_2.npz,3,Vic,2,RDV,413,163,4,62.5,,,,,,,,,,,
1985,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch3_results_cell_3.npz,3,Vic,2,RDV,244,89,3,51.66666667,,,,,,,,,,,
1986,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch3_results_cell_4.npz,3,Vic,2,RDV,476,180,8,37,,,,,,,,,,,
1987,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch3_results_cell_5.npz,3,Vic,2,RDV,385,112,4,68.25,,,,,,,,,,,
1988,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch3_results_cell_6.npz,3,Vic,2,RDV,855,262,9,65.88888889,,,,,,,,,,,
1989,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch3_results_cell_7.npz,3,Vic,2,RDV,547,132,7,59.28571429,,,,,,,,,,,
1990,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch4_results_cell_0.npz,4,Vic,2,RDV,274,105,5,33.8,,,,,,,,,,,
1991,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch4_results_cell_1.npz,4,Vic,2,RDV,343,206,8,17.125,,,,,,,,,,,
1992,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch4_results_cell_2.npz,4,Vic,2,RDV,153,118,2,17.5,,,,,,,,,,,
1993,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch4_results_cell_3.npz,4,Vic,2,RDV,83,74,1,9,,,,,,,,,,,
1994,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch4_results_cell_4.npz,4,Vic,2,RDV,253,137,5,23.2,,,,,,,,,,,
1995,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch4_results_cell_5.npz,4,Vic,2,RDV,205,91,4,28.5,,,,,,,,,,,
1996,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch4_results_cell_6.npz,4,Vic,2,RDV,74,74,0,,,,,,,,,,,,
1997,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00012_ch4_results_cell_7.npz,4,Vic,2,RDV,159,114,3,15,,,,,,,,,,,
1998,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch3_results_cell_0.npz,3,Vic,2,RDV,3,3,0,,,,,,,,,,,,
1999,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch3_results_cell_1.npz,3,Vic,2,RDV,26,26,0,,,,,,,,,,,,
2000,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch3_results_cell_2.npz,3,Vic,2,RDV,18,18,1,0,,,,,,,,,,,
2001,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch3_results_cell_3.npz,3,Vic,2,RDV,29,28,1,1,,,,,,,,,,,
2002,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch3_results_cell_4.npz,3,Vic,2,RDV,9,9,0,,,,,,,,,,,,
2003,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch3_results_cell_5.npz,3,Vic,2,RDV,10,10,0,,,,,,,,,,,,
2004,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch4_results_cell_0.npz,4,Vic,2,RDV,2,2,0,,,,,,,,,,,,
2005,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch4_results_cell_1.npz,4,Vic,2,RDV,19,19,0,,,,,,,,,,,,
2006,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch4_results_cell_2.npz,4,Vic,2,RDV,17,17,0,,,,,,,,,,,,
2007,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch4_results_cell_3.npz,4,Vic,2,RDV,27,24,1,3,,,,,,,,,,,
2008,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch4_results_cell_4.npz,4,Vic,2,RDV,10,10,0,,,,,,,,,,,,
2009,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch4_results_cell_5.npz,4,Vic,2,RDV,9,9,0,,,,,,,,,,,,
2010,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch3_results_cell_0.npz,3,Vic,2,RDV,9,9,0,,,,,,,,,,,,
2011,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch3_results_cell_1.npz,3,Vic,2,RDV,8,8,0,,,,,,,,,,,,
2012,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch3_results_cell_2.npz,3,Vic,2,RDV,28,23,1,5,,,,,,,,,,,
2013,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch3_results_cell_3.npz,3,Vic,2,RDV,19,19,0,,,,,,,,,,,,
2014,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch3_results_cell_4.npz,3,Vic,2,RDV,13,13,0,,,,,,,,,,,,
2015,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch3_results_cell_5.npz,3,Vic,2,RDV,22,16,1,6,,,,,,,,,,,
2016,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch3_results_cell_6.npz,3,Vic,2,RDV,36,26,2,5,,,,,,,,,,,
2017,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch4_results_cell_0.npz,4,Vic,2,RDV,3,3,0,,,,,,,,,,,,
2018,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch4_results_cell_1.npz,4,Vic,2,RDV,4,4,0,,,,,,,,,,,,
2019,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch4_results_cell_2.npz,4,Vic,2,RDV,4,4,0,,,,,,,,,,,,
2020,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch4_results_cell_3.npz,4,Vic,2,RDV,8,8,0,,,,,,,,,,,,
2021,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch4_results_cell_4.npz,4,Vic,2,RDV,26,24,1,2,,,,,,,,,,,
2022,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch4_results_cell_5.npz,4,Vic,2,RDV,3,3,0,,,,,,,,,,,,
2023,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch4_results_cell_6.npz,4,Vic,2,RDV,6,6,0,,,,,,,,,,,,
2024,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00003_ch3_results_cell_0.npz,3,Vic,2,RDV,11,11,0,,,,,,,,,,,,
2025,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00003_ch3_results_cell_1.npz,3,Vic,2,RDV,77,69,3,2.666666667,,,,,,,,,,,
2026,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00003_ch3_results_cell_2.npz,3,Vic,2,RDV,17,17,0,,,,,,,,,,,,
2027,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00003_ch4_results_cell_0.npz,4,Vic,2,RDV,28,28,1,0,,,,,,,,,,,
2028,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00003_ch4_results_cell_1.npz,4,Vic,2,RDV,63,58,1,5,,,,,,,,,,,
2029,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00003_ch4_results_cell_2.npz,4,Vic,2,RDV,24,24,0,,,,,,,,,,,,
2030,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004_ch3_results_cell_0.npz,3,Vic,2,RDV,184,179,2,2.5,,,,,,,,,,,
2031,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004_ch3_results_cell_1.npz,3,Vic,2,RDV,8,8,0,,,,,,,,,,,,
2032,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004_ch3_results_cell_2.npz,3,Vic,2,RDV,18,18,0,,,,,,,,,,,,
2033,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004_ch3_results_cell_3.npz,3,Vic,2,RDV,61,38,2,11.5,,,,,,,,,,,
2034,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004_ch4_results_cell_0.npz,4,Vic,2,RDV,76,63,5,2.6,,,,,,,,,,,
2035,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004_ch4_results_cell_1.npz,4,Vic,2,RDV,16,14,1,2,,,,,,,,,,,
2036,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004_ch4_results_cell_2.npz,4,Vic,2,RDV,9,9,0,,,,,,,,,,,,
2037,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004_ch4_results_cell_3.npz,4,Vic,2,RDV,29,20,1,9,,,,,,,,,,,
2038,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch3_results_cell_0.npz,3,Vic,2,RDV,14,14,0,,,,,,,,,,,,
2039,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch3_results_cell_1.npz,3,Vic,2,RDV,62,41,2,10.5,,,,,,,,,,,
2040,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch3_results_cell_2.npz,3,Vic,2,RDV,22,22,0,,,,,,,,,,,,
2041,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch3_results_cell_3.npz,3,Vic,2,RDV,22,22,0,,,,,,,,,,,,
2042,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch3_results_cell_4.npz,3,Vic,2,RDV,48,46,1,2,,,,,,,,,,,
2043,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch3_results_cell_5.npz,3,Vic,2,RDV,92,70,4,5.5,,,,,,,,,,,
2044,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch3_results_cell_6.npz,3,Vic,2,RDV,33,33,0,,,,,,,,,,,,
2045,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch3_results_cell_7.npz,3,Vic,2,RDV,28,28,0,,,,,,,,,,,,
2046,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch4_results_cell_0.npz,4,Vic,2,RDV,1,1,0,,,,,,,,,,,,
2047,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch4_results_cell_1.npz,4,Vic,2,RDV,2,2,0,,,,,,,,,,,,
2048,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch4_results_cell_2.npz,4,Vic,2,RDV,62,61,1,1,,,,,,,,,,,
2049,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch4_results_cell_3.npz,4,Vic,2,RDV,9,9,0,,,,,,,,,,,,
2050,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch4_results_cell_4.npz,4,Vic,2,RDV,47,32,2,7.5,,,,,,,,,,,
2051,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch4_results_cell_5.npz,4,Vic,2,RDV,100,94,2,3,,,,,,,,,,,
2052,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch4_results_cell_6.npz,4,Vic,2,RDV,23,23,0,,,,,,,,,,,,
2053,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch4_results_cell_7.npz,4,Vic,2,RDV,8,8,0,,,,,,,,,,,,
2054,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00006_ch3_results_cell_0.npz,3,Vic,2,RDV,14,14,0,,,,,,,,,,,,
2055,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00006_ch3_results_cell_1.npz,3,Vic,2,RDV,22,22,0,,,,,,,,,,,,
2056,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00006_ch3_results_cell_2.npz,3,Vic,2,RDV,39,29,1,10,,,,,,,,,,,
2057,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00006_ch4_results_cell_0.npz,4,Vic,2,RDV,5,5,0,,,,,,,,,,,,
2058,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00006_ch4_results_cell_1.npz,4,Vic,2,RDV,12,12,0,,,,,,,,,,,,
2059,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00006_ch4_results_cell_2.npz,4,Vic,2,RDV,26,25,1,1,,,,,,,,,,,
2060,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch3_results_cell_0.npz,3,Vic,2,RDV,37,20,1,17,,,,,,,,,,,
2061,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch3_results_cell_1.npz,3,Vic,2,RDV,123,84,3,13,,,,,,,,,,,
2062,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch3_results_cell_2.npz,3,Vic,2,RDV,56,46,2,5,,,,,,,,,,,
2063,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch3_results_cell_3.npz,3,Vic,2,RDV,89,71,1,18,,,,,,,,,,,
2064,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch3_results_cell_4.npz,3,Vic,2,RDV,152,100,4,13,,,,,,,,,,,
2065,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch3_results_cell_5.npz,3,Vic,2,RDV,28,28,0,,,,,,,,,,,,
2066,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch4_results_cell_0.npz,4,Vic,2,RDV,19,19,0,,,,,,,,,,,,
2067,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch4_results_cell_1.npz,4,Vic,2,RDV,62,50,1,12,,,,,,,,,,,
2068,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch4_results_cell_2.npz,4,Vic,2,RDV,45,45,1,0,,,,,,,,,,,
2069,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch4_results_cell_3.npz,4,Vic,2,RDV,63,63,0,,,,,,,,,,,,
2070,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch4_results_cell_4.npz,4,Vic,2,RDV,84,84,0,,,,,,,,,,,,
2071,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch4_results_cell_5.npz,4,Vic,2,RDV,22,22,0,,,,,,,,,,,,
2072,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch3_results_cell_0.npz,3,Vic,2,RDV,63,43,3,6.666666667,,,,,,,,,,,
2073,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch3_results_cell_1.npz,3,Vic,2,RDV,66,50,3,5.333333333,,,,,,,,,,,
2074,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch3_results_cell_2.npz,3,Vic,2,RDV,31,26,1,5,,,,,,,,,,,
2075,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch3_results_cell_3.npz,3,Vic,2,RDV,23,23,0,,,,,,,,,,,,
2076,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch3_results_cell_4.npz,3,Vic,2,RDV,12,12,0,,,,,,,,,,,,
2077,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch3_results_cell_5.npz,3,Vic,2,RDV,18,16,1,2,,,,,,,,,,,
2078,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch3_results_cell_6.npz,3,Vic,2,RDV,8,8,0,,,,,,,,,,,,
2079,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch3_results_cell_7.npz,3,Vic,2,RDV,13,13,1,0,,,,,,,,,,,
2080,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch4_results_cell_0.npz,4,Vic,2,RDV,33,28,1,5,,,,,,,,,,,
2081,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch4_results_cell_1.npz,4,Vic,2,RDV,15,15,0,,,,,,,,,,,,
2082,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch4_results_cell_2.npz,4,Vic,2,RDV,28,28,0,,,,,,,,,,,,
2083,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch4_results_cell_3.npz,4,Vic,2,RDV,72,64,1,8,,,,,,,,,,,
2084,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch4_results_cell_4.npz,4,Vic,2,RDV,9,9,0,,,,,,,,,,,,
2085,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch4_results_cell_5.npz,4,Vic,2,RDV,12,12,0,,,,,,,,,,,,
2086,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch4_results_cell_6.npz,4,Vic,2,RDV,60,47,2,6.5,,,,,,,,,,,
2087,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch4_results_cell_7.npz,4,Vic,2,RDV,1,1,0,,,,,,,,,,,,
2088,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch3_results_cell_0.npz,3,Vic,2,RDV,18,18,0,,,,,,,,,,,,
2089,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch3_results_cell_1.npz,3,Vic,2,RDV,44,44,0,,,,,,,,,,,,
2090,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch3_results_cell_2.npz,3,Vic,2,RDV,51,39,2,6,,,,,,,,,,,
2091,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch3_results_cell_3.npz,3,Vic,2,RDV,109,88,3,7,,,,,,,,,,,
2092,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch3_results_cell_4.npz,3,Vic,2,RDV,89,68,4,5.25,,,,,,,,,,,
2093,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch3_results_cell_5.npz,3,Vic,2,RDV,71,57,1,14,,,,,,,,,,,
2094,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch3_results_cell_6.npz,3,Vic,2,RDV,27,14,1,13,,,,,,,,,,,
2095,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch3_results_cell_7.npz,3,Vic,2,RDV,60,45,2,7.5,,,,,,,,,,,
2096,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch4_results_cell_0.npz,4,Vic,2,RDV,8,8,0,,,,,,,,,,,,
2097,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch4_results_cell_1.npz,4,Vic,2,RDV,21,21,0,,,,,,,,,,,,
2098,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch4_results_cell_2.npz,4,Vic,2,RDV,19,19,0,,,,,,,,,,,,
2099,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch4_results_cell_3.npz,4,Vic,2,RDV,48,44,2,2,,,,,,,,,,,
2100,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch4_results_cell_4.npz,4,Vic,2,RDV,47,47,0,,,,,,,,,,,,
2101,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch4_results_cell_5.npz,4,Vic,2,RDV,40,36,1,4,,,,,,,,,,,
2102,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch4_results_cell_6.npz,4,Vic,2,RDV,17,12,1,5,,,,,,,,,,,
2103,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch4_results_cell_7.npz,4,Vic,2,RDV,21,21,0,,,,,,,,,,,,
2104,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch3_results_cell_0.npz,3,Vic,2,RDV,3,3,0,,,,,,,,,,,,
2105,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch3_results_cell_1.npz,3,Vic,2,RDV,10,10,0,,,,,,,,,,,,
2106,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch3_results_cell_2.npz,3,Vic,2,RDV,8,8,0,,,,,,,,,,,,
2107,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch3_results_cell_3.npz,3,Vic,2,RDV,47,34,2,6.5,,,,,,,,,,,
2108,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch3_results_cell_4.npz,3,Vic,2,RDV,20,16,1,4,,,,,,,,,,,
2109,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch3_results_cell_5.npz,3,Vic,2,RDV,14,14,0,,,,,,,,,,,,
2110,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch3_results_cell_6.npz,3,Vic,2,RDV,21,21,0,,,,,,,,,,,,
2111,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch3_results_cell_7.npz,3,Vic,2,RDV,13,13,0,,,,,,,,,,,,
2112,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch4_results_cell_0.npz,4,Vic,2,RDV,5,5,0,,,,,,,,,,,,
2113,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch4_results_cell_1.npz,4,Vic,2,RDV,14,14,0,,,,,,,,,,,,
2114,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch4_results_cell_2.npz,4,Vic,2,RDV,12,12,0,,,,,,,,,,,,
2115,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch4_results_cell_3.npz,4,Vic,2,RDV,22,22,0,,,,,,,,,,,,
2116,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch4_results_cell_4.npz,4,Vic,2,RDV,40,35,1,5,,,,,,,,,,,
2117,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch4_results_cell_5.npz,4,Vic,2,RDV,29,23,1,6,,,,,,,,,,,
2118,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch4_results_cell_6.npz,4,Vic,2,RDV,51,43,1,8,,,,,,,,,,,
2119,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch4_results_cell_7.npz,4,Vic,2,RDV,40,37,1,3,,,,,,,,,,,
2120,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001_ch3_results_cell_0.npz,3,Vic,2,RDV,67,45,1,22,,,,,,,,,,,
2121,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001_ch3_results_cell_1.npz,3,Vic,2,RDV,321,204,8,14.625,,,,,,,,,,,
2122,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001_ch3_results_cell_2.npz,3,Vic,2,RDV,191,158,3,11,,,,,,,,,,,
2123,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001_ch3_results_cell_3.npz,3,Vic,2,RDV,89,66,1,23,,,,,,,,,,,
2124,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001_ch4_results_cell_0.npz,4,Vic,2,RDV,30,30,0,,,,,,,,,,,,
2125,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001_ch4_results_cell_1.npz,4,Vic,2,RDV,129,114,4,3.75,,,,,,,,,,,
2126,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001_ch4_results_cell_2.npz,4,Vic,2,RDV,52,50,1,2,,,,,,,,,,,
2127,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001_ch4_results_cell_3.npz,4,Vic,2,RDV,45,45,0,,,,,,,,,,,,
2128,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch3_results_cell_0.npz,3,Vic,2,RDV,47,41,1,6,,,,,,,,,,,
2129,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch3_results_cell_1.npz,3,Vic,2,RDV,71,71,0,,,,,,,,,,,,
2130,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch3_results_cell_2.npz,3,Vic,2,RDV,125,80,3,15,,,,,,,,,,,
2131,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch3_results_cell_3.npz,3,Vic,2,RDV,34,34,0,,,,,,,,,,,,
2132,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch3_results_cell_4.npz,3,Vic,2,RDV,167,113,5,10.8,,,,,,,,,,,
2133,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch3_results_cell_5.npz,3,Vic,2,RDV,108,69,3,13,,,,,,,,,,,
2134,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch4_results_cell_0.npz,4,Vic,2,RDV,58,48,2,5,,,,,,,,,,,
2135,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch4_results_cell_1.npz,4,Vic,2,RDV,28,28,0,,,,,,,,,,,,
2136,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch4_results_cell_2.npz,4,Vic,2,RDV,64,59,2,2.5,,,,,,,,,,,
2137,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch4_results_cell_3.npz,4,Vic,2,RDV,35,35,0,,,,,,,,,,,,
2138,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch4_results_cell_4.npz,4,Vic,2,RDV,117,90,4,6.75,,,,,,,,,,,
2139,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch4_results_cell_5.npz,4,Vic,2,RDV,46,41,1,5,,,,,,,,,,,
2140,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00003_ch3_results_cell_0.npz,3,Vic,2,RDV,77,56,1,21,,,,,,,,,,,
2141,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00003_ch3_results_cell_1.npz,3,Vic,2,RDV,180,137,3,14.33333333,,,,,,,,,,,
2142,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00003_ch3_results_cell_2.npz,3,Vic,2,RDV,157,75,5,16.4,,,,,,,,,,,
2143,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00003_ch4_results_cell_0.npz,4,Vic,2,RDV,45,45,0,,,,,,,,,,,,
2144,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00003_ch4_results_cell_1.npz,4,Vic,2,RDV,120,112,2,4,,,,,,,,,,,
2145,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00003_ch4_results_cell_2.npz,4,Vic,2,RDV,44,43,1,1,,,,,,,,,,,
2146,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00004_ch3_results_cell_0.npz,3,Vic,2,RDV,10,10,0,,,,,,,,,,,,
2147,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00004_ch3_results_cell_1.npz,3,Vic,2,RDV,21,15,1,6,,,,,,,,,,,
2148,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00004_ch3_results_cell_2.npz,3,Vic,2,RDV,4,4,0,,,,,,,,,,,,
2149,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00004_ch3_results_cell_3.npz,3,Vic,2,RDV,38,26,2,6,,,,,,,,,,,
2150,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00004_ch3_results_cell_4.npz,3,Vic,2,RDV,11,11,0,,,,,,,,,,,,
2151,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00004_ch3_results_cell_5.npz,3,Vic,2,RDV,17,17,0,,,,,,,,,,,,
2152,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00004_ch3_results_cell_6.npz,3,Vic,2,RDV,17,17,0,,,,,,,,,,,,
2153,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00004_ch4_results_cell_0.npz,4,Vic,2,RDV,5,5,0,,,,,,,,,,,,
2154,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00004_ch4_results_cell_1.npz,4,Vic,2,RDV,9,9,0,,,,,,,,,,,,
2155,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00004_ch4_results_cell_2.npz,4,Vic,2,RDV,5,5,0,,,,,,,,,,,,
